"year","SVP","Kon","FDP","CVP","Demo","SP","LDU","CSP","GP","Ind","BDP","Lib","M","Oth","Seat","Code"
1860,0,0,0.57,0.43,0,0,0,0,0,0,0,0,0,0,7,"SG"
1861,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1862,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1863,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1864,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1865,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1866,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1867,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1868,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1869,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1870,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1871,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1872,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1873,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1874,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1875,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1876,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1877,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1878,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1879,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1880,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1881,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1882,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1883,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1884,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1885,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1886,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1887,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1888,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1889,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1890,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1891,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1892,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1893,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1894,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1895,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1896,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1897,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1898,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1899,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1900,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1901,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1902,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1903,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1904,0,0,0.29,0.43,0.29,0,0,0,0,0,0,0,0,0,7,"SG"
1905,0,0,0.29,0.43,0.14,0.14,0,0,0,0,0,0,0,0,7,"SG"
1906,0,0,0.29,0.43,0.14,0.14,0,0,0,0,0,0,0,0,7,"SG"
1907,0,0,0.29,0.43,0.14,0.14,0,0,0,0,0,0,0,0,7,"SG"
1908,0,0,0.29,0.43,0.14,0.14,0,0,0,0,0,0,0,0,7,"SG"
1909,0,0,0.29,0.43,0.14,0.14,0,0,0,0,0,0,0,0,7,"SG"
1910,0,0,0.29,0.43,0.14,0.14,0,0,0,0,0,0,0,0,7,"SG"
1911,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1912,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1913,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1914,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1915,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1916,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1917,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1918,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1919,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1920,0,0,0.43,0.43,0.14,0,0,0,0,0,0,0,0,0,7,"SG"
1921,0,0,0.43,0.43,0.14,0,0,0,0,0,0,0,0,0,7,"SG"
1922,0,0,0.43,0.43,0.14,0,0,0,0,0,0,0,0,0,7,"SG"
1923,0,0,0.43,0.43,0.14,0,0,0,0,0,0,0,0,0,7,"SG"
1924,0,0,0.43,0.43,0.14,0,0,0,0,0,0,0,0,0,7,"SG"
1925,0,0,0.43,0.43,0.14,0,0,0,0,0,0,0,0,0,7,"SG"
1926,0,0,0.43,0.43,0.14,0,0,0,0,0,0,0,0,0,7,"SG"
1927,0,0,0.43,0.43,0.14,0,0,0,0,0,0,0,0,0,7,"SG"
1928,0,0,0.43,0.43,0.14,0,0,0,0,0,0,0,0,0,7,"SG"
1929,0,0,0.43,0.43,0.14,0,0,0,0,0,0,0,0,0,7,"SG"
1930,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1931,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1932,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1933,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1934,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1935,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1936,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1937,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1938,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1939,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1940,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1941,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1942,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1943,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1944,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1945,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1946,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1947,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1948,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1949,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1950,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1951,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1952,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1953,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1954,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1955,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1956,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1957,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1958,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1959,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1960,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1961,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1962,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1963,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1964,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1965,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1966,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1967,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1968,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1969,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1970,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1971,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1972,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1973,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1974,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1975,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1976,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1977,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1978,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1979,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1980,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1981,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1982,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1983,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1984,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1985,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1986,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1987,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1988,0,0,0.43,0.29,0,0.14,0,0.14,0,0,0,0,0,0,7,"SG"
1989,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1990,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1991,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1992,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1993,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1994,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1995,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
1996,0,0,0.29,0.43,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
1997,0,0,0.29,0.43,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
1998,0,0,0.29,0.43,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
1999,0,0,0.29,0.43,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2000,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
2001,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
2002,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
2003,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"SG"
2004,0,0,0.43,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2005,0,0,0.43,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2006,0,0,0.43,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2007,0,0,0.43,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2008,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2009,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2010,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2011,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2012,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2013,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2014,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2015,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2016,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2017,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2018,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2019,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2020,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2021,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2022,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2023,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
2024,0.14,0,0.29,0.29,0,0.29,0,0,0,0,0,0,0,0,7,"SG"
1848,0,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,3,"GR"
1849,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1850,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1851,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1852,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1853,0,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,3,"GR"
1854,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1855,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1856,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1857,0,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,3,"GR"
1858,0,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,3,"GR"
1859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1860,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1861,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1862,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1865,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1866,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1867,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1868,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1869,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1870,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1872,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1873,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"GR"
1874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1876,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1877,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1878,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1880,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"GR"
1881,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1882,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1883,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1884,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1885,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1886,0,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,3,"GR"
1887,0,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,3,"GR"
1888,0,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,3,"GR"
1889,0,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,3,"GR"
1890,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1891,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1892,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0,0,3,"GR"
1893,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,5,"GR"
1894,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1895,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1896,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1897,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1898,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1899,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1900,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1901,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1902,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1903,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1904,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1905,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1906,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1907,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,5,"GR"
1908,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,5,"GR"
1909,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1910,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1911,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1912,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1913,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1914,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1915,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1916,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1917,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1918,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1919,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1920,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1921,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1922,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1923,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1924,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1925,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1926,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1927,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1928,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1929,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1930,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1931,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1932,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,5,"GR"
1933,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,5,"GR"
1934,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,5,"GR"
1935,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,5,"GR"
1936,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,5,"GR"
1937,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,5,"GR"
1938,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,5,"GR"
1939,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,5,"GR"
1940,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1941,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1942,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1943,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1944,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1945,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1946,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1947,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1948,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,5,"GR"
1949,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,5,"GR"
1950,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,5,"GR"
1951,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1952,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1953,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1954,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1955,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1956,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1957,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1958,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1959,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1960,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1961,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1962,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,5,"GR"
1963,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0,0,5,"GR"
1964,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0,0,5,"GR"
1965,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0,0,5,"GR"
1966,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0,0,5,"GR"
1967,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0,0,5,"GR"
1968,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0,0,5,"GR"
1969,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0,0,5,"GR"
1970,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0,0,5,"GR"
1971,0.2,0,0.2,0.4,0,0.2,0,0,0,0,0,0,0,0,5,"GR"
1972,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1973,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1974,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1975,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1976,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1977,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1978,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1979,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1980,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1981,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1982,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1983,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1984,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1985,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1986,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1987,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1988,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1989,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1990,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1991,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1992,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1993,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1994,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1995,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1996,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1997,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1998,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,5,"GR"
1999,0.4,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"GR"
2000,0.4,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"GR"
2001,0.4,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"GR"
